Id,date_new,sum_mets,Calories
8792009665,07-05-16,14400,1688
8877689391,07-05-16,33858,4142
1503960366,08-05-16,22275,1740
1624580081,08-05-16,17176,1427
1644430081,08-05-16,21262,2987
1844505072,08-05-16,14402,1347
1927972279,08-05-16,14401,2063
2022484408,08-05-16,17801,1848
2026352035,08-05-16,20064,1555
2320127002,08-05-16,19804,1821
2873212765,08-05-16,23966,2096
3977333714,08-05-16,23251,1633
4020332650,08-05-16,22416,3089
4319703577,08-05-16,17743,1792
4388161847,08-05-16,30168,3934
4445114986,08-05-16,21147,2423
4558609924,08-05-16,28812,2666
4702921684,08-05-16,23468,3287
5553957443,08-05-16,19315,1762
5577150313,08-05-16,14400,1819
6117666160,08-05-16,21657,2250
6290855005,08-05-16,18954,2712
6962181067,08-05-16,18541,1659
7086361926,08-05-16,22394,2534
8053475328,08-05-16,29565,3589
8378563200,08-05-16,17888,2685
8583815059,08-05-16,20964,2940
8792009665,08-05-16,14400,1688
8877689391,08-05-16,23270,2847
1503960366,09-05-16,23289,1819
1624580081,09-05-16,15988,1328
1644430081,09-05-16,21408,3008
1844505072,09-05-16,14400,1347
1927972279,09-05-16,14400,2063
2022484408,09-05-16,26109,2709
2026352035,09-05-16,24078,1869
2320127002,09-05-16,17720,1630
2873212765,09-05-16,21806,1906
3977333714,09-05-16,23598,1667
4020332650,09-05-16,20248,2785
4319703577,09-05-16,23229,2345
4388161847,09-05-16,23104,3013
4445114986,09-05-16,19909,2281
4558609924,09-05-16,24027,2223
4702921684,09-05-16,21352,2990
5553957443,09-05-16,24904,2272
5577150313,09-05-16,19699,2489
6117666160,09-05-16,10444,1248
6290855005,09-05-16,14636,2175
6962181067,09-05-16,23307,2105
7086361926,09-05-16,26146,2960
8053475328,09-05-16,22776,2765
8378563200,09-05-16,24784,3721
8583815059,09-05-16,20963,2947
8792009665,09-05-16,14400,1688
8877689391,09-05-16,30250,3710
1503960366,10-05-16,23798,1859
1624580081,10-05-16,16766,1393
1644430081,10-05-16,19924,2799
1844505072,10-05-16,14400,1347
1927972279,10-05-16,14400,2063
2022484408,10-05-16,26957,2797
2026352035,10-05-16,14726,1141
2320127002,10-05-16,20642,1899
2873212765,10-05-16,22440,1962
3977333714,10-05-16,23199,1630
4020332650,10-05-16,21197,2926
4319703577,10-05-16,22390,2260
4388161847,10-05-16,23469,3061
4445114986,10-05-16,19037,2181
4558609924,10-05-16,20406,1889
4702921684,10-05-16,22650,3172
5553957443,10-05-16,25597,2335
5577150313,10-05-16,30396,3841
6962181067,10-05-16,26196,2361
7086361926,10-05-16,24700,2800
8053475328,10-05-16,24101,2926
8378563200,10-05-16,23884,3586
8583815059,10-05-16,20266,2846
8877689391,10-05-16,23136,2832
1503960366,11-05-16,22053,1783
1624580081,11-05-16,16354,1359
1644430081,11-05-16,8390,1276
1844505072,11-05-16,14400,1347
1927972279,11-05-16,14400,2063
2022484408,11-05-16,24522,2544
2026352035,11-05-16,21915,1698
2320127002,11-05-16,20692,1903
2873212765,11-05-16,20788,1826
4020332650,11-05-16,19193,2645
4319703577,11-05-16,22106,2232
4388161847,11-05-16,22651,2954
4445114986,11-05-16,21813,2499
4558609924,11-05-16,23023,2131
4702921684,11-05-16,21916,3069
5553957443,11-05-16,18555,1693
5577150313,11-05-16,13054,1665
6962181067,11-05-16,20613,1855
7086361926,11-05-16,24170,2735
8053475328,11-05-16,23136,2809
8378563200,11-05-16,25228,3788
8583815059,11-05-16,19469,2804
8877689391,11-05-16,31326,3832
1624580081,12-05-16,11528,1002
1844505072,12-05-16,6600,665
1927972279,12-05-16,9600,1383
2022484408,12-05-16,15640,1853
2026352035,12-05-16,16723,1364
2320127002,12-05-16,11568,1125
2873212765,12-05-16,15857,1431
4020332650,12-05-16,7491,1120
4319703577,12-05-16,2445,257
4388161847,12-05-16,11913,1623
4445114986,12-05-16,8513,1212
4558609924,12-05-16,15156,1452
4702921684,12-05-16,8722,1240
5553957443,12-05-16,7837,741
6962181067,12-05-16,10298,928
7086361926,12-05-16,8792,1199
8053475328,12-05-16,12233,1505
8378563200,12-05-16,10704,1976
8877689391,12-05-16,13673,1849
